Rank,TICK,TICK_LON,Company,Market,Volyme,Market Cam,marketcap,PRICE,VOLUME,volumeavg,high52,change,IF VOL > 5XAVG -> TRUE,IF VOL > 10XAVG -> TRUE
,PCIP,LON:PCIP,PCI-PAL,FTSE AIM,62.50,45.0,42022985,"59,78",89578,30649,"66,7","-1,22",FALSE,FALSE
,DCI,LON:DCI,Dolphin Capital Investors Ltd,FTSE AIM,4.90,44.3,42466900,"4,7",980000,806402,"75,98","0,22",FALSE,FALSE
,IKA,LON:IKA,Ilika,FTSE AIM,27.50,43.7,47711038,"28,4",34623,186660,53,"-0,1",FALSE,FALSE
,AURR,LON:AURR,Aurrigo International,FTSE AIM,95.00,43.6,49880895,"108,8",29674,3869,174,"7,8",TRUE,FALSE
,CTA,LON:CTA,CT Automotive Group,FTSE AIM,59.00,43.4,41460260,"55,25",276192,15900,"27,95","-0,12",TRUE,TRUE
,TRX,LON:TRX,Tissue Regenix Group,FTSE AIM,61.50,43.4,42958936,"61,2",7270,49138,"0,58",0,FALSE,FALSE
,PHE,LON:PHE,Powerhouse Energy Group,FTSE AIM,01.03,43.1,39779703,"0,96",5277130,9948688,"1,35","-0,05",FALSE,FALSE
,STAF,LON:STAF,Staffline Group,FTSE AIM,29.90,43.0,47721692,"31,99",11300,478199,"1,27",0,FALSE,FALSE
,EUA,LON:EUA,Eurasia Mining,FTSE AIM,1.50,43.0,41478827,"1,43",2165717,3871497,"3,5","-0,05",FALSE,FALSE
592,TRD,LON:TRD,Triad Group,FTSE Fledgling,255.00,42.4,46106012,277,15050,41254,300,0,FALSE,FALSE
,JNEO,LON:JNEO,Journeo,FTSE AIM,257.00,42.3,44497598,"270,1",33003,62421,"298,44","-7,4",FALSE,FALSE
,ANP,LON:ANP,Anpario,FTSE AIM,250.00,42.3,55343097,"269,26",2811,22726,280,"-0,74",FALSE,FALSE
,OPG,LON:OPG,OPG Power Ventures,FTSE AIM,10.45,41.9,48088008,12,4562021,283123,"14,5","1,25",TRUE,TRUE
,MATD,LON:MATD,Petro Matad Ltd,FTSE AIM,3.75,41.8,32707345,"2,95",3245460,3361305,"7,1","-0,06",FALSE,FALSE
,STCM,LON:STCM,Steppe Cement Ltd,FTSE AIM,19.00,41.6,38212230,"17,5",36307,165361,"39,9",-1,FALSE,FALSE
,BOOM,LON:BOOM,AudioBoom Group,FTSE AIM,250.00,40.9,39009358,"239,5",13106,82679,"27,16",0,FALSE,FALSE
,PPS,LON:PPS,Proton Motor Power Systems,FTSE AIM,2.45,40.7,38486152,"2,32",78794,378134,"10,82","-0,08",FALSE,FALSE
,AREC,LON:AREC,Arecor Therapeutics,FTSE AIM,132.50,40.6,41514872,"135,55",4897,20585,"2,16","0,02",FALSE,FALSE
,LIKE,LON:LIKE,Likewise Group,FTSE AIM,16.50,40.4,38509509,"15,7",180181,209270,28,"-0,3",FALSE,FALSE
,CMPI,LON:CMPI,Ct Global Managed Portfolio Trust,,111.00,40.4,151006708,"117,12",31789,69573,124,"0,12",FALSE,FALSE
,ADF,LON:ADF,Facilities By ADF,FTSE AIM,49.80,40.3,42071858,52,7921,81810,"61,7",-2,FALSE,FALSE
,PYX,LON:PYX,Pyx Resources Ltd,,8.76,40.2,#N/A,10,795361,72993,"27,4",0,TRUE,TRUE
,CAV,LON:CAV,Cavendish Financial,FTSE AIM,10.30,39.6,43551151,"11,32",60480,530551,"13,44","-0,18",FALSE,FALSE
,WINE,LON:WINE,Naked Wines,FTSE AIM,53.50,39.6,37002065,50,931,102106,120,"-1,7",FALSE,FALSE
,MIND,LON:MIND,Mind Gym,FTSE AIM,39.50,39.6,42083328,42,78,8541,81,0,FALSE,FALSE
,VARE,LON:VARE,Various Eateries,FTSE AIM,22.50,39.4,39210124,"22,4",32530,9660,46,"0,9",FALSE,FALSE
,IOF,LON:IOF,Iofina,FTSE AIM,20.50,39.3,38890049,"20,33",101624,328716,38,"-0,17",FALSE,FALSE
,EMH,LON:EMH,European Metals Holdings Ltd,FTSE AIM,18.75,38.9,98128194,"23,7",168138,657719,49,"-0,7",FALSE,FALSE
593,NANO,LON:NANO,Nanoco Group,FTSE Fledgling,19.80,38.9,34925542,"18,08",496652,5279372,24,"0,23",FALSE,FALSE
,LINV,LON:LINV,Lendinvest,FTSE AIM,27.50,38.8,40053087,"28,4",23479,17804,82,"0,4",FALSE,FALSE
,CBA,LON:CBA,Ceiba Investments Ltd,,28.00,38.5,38434620,28,0,100,"0,17",0,FALSE,FALSE
594,BRIG,LON:BRIG,Blackrock Income & Growth Investment Trust,FTSE Fledgling,188.50,38.5,39797034,"197,85",1500,7135,202,"2,85",FALSE,FALSE
,CLC,LON:CLC,Calculus VCT,,60.00,38.1,40718880,"56,25",0,11845,"0,13",0,FALSE,FALSE
595,MINI,LON:MINI,Miton UK Microcap Trust,FTSE Fledgling,49.35,38.0,39669495,"51,57",29507,146842,60,"0,37",FALSE,FALSE
,TIME,LON:TIME,Time Finance,FTSE AIM,41.00,37.9,40936870,"42,75",483555,201241,"25,57","0,03",FALSE,FALSE
,BFSP,LON:BFSP,Blackfinch Spring Vct,,94.00,37.8,37829710,"94,5",0,0,"96,5","0,5",FALSE,FALSE
,MWE,LON:MWE,MTI Wireless Edge Ltd,FTSE AIM,42.00,36.8,37350977,"42,81",26043,42859,52,"-0,19",FALSE,FALSE
,PODP,LON:PODP,Pod Point Group Holdings,,23.55,36.5,35621387,"22,85",10694,108054,"79,33","0,63",FALSE,FALSE
,CPH2,LON:CPH2,Clean Power Hydrogen,FTSE AIM,13.50,36.2,31860259,"11,9",113220,157663,"29,85","0,19",FALSE,FALSE
,NWOR,LON:NWOR,National World,,13.50,36.1,38275952,"14,3",204876,109648,"20,8","-0,9",FALSE,FALSE
,GUS,LON:GUS,Gusbourne,FTSE AIM,59.00,35.9,36503431,"59,98",7097,10479,"0,9",0,FALSE,FALSE
,MAI,LON:MAI,Maintel Holdings,FTSE AIM,250.00,35.9,36478184,254,5000,5690,"0,39",0,FALSE,FALSE
,NMT,LON:NMT,Neometals Ltd,FTSE AIM,6.50,35.8,65395079,"6,5",1786,5802,"10,95","0,02",FALSE,FALSE
,WPHO,LON:WPHO,Windar Photonics,FTSE AIM,44.00,35.8,35805322,"44,1",126947,133181,52,"-0,4",FALSE,FALSE
,ZOO,LON:ZOO,Zoo Digital Group,FTSE AIM,36.25,35.5,59841255,"61,31",1162350,1199322,"140,5","0,65",FALSE,FALSE
,VANL,LON:VANL,Van Elle Holdings,FTSE AIM,33.00,35.2,38987115,"36,53",60486,80221,46,"1,53",FALSE,FALSE
,FWT,LON:FWT,Foresight Technology Vct,,100.00,35.2,35459940,90,0,0,110,-10,FALSE,FALSE
,ALTN,LON:ALTN,Altyn,,128.00,35.0,31067850,"117,47",47282,21279,135,-4,FALSE,FALSE
596,JGC,LON:JGC,Jupiter Green Investment Trust,FTSE Fledgling,181.50,34.9,35294950,"184,88",181552,28412,"212,69","-1,12",TRUE,FALSE
,RENX,LON:RENX,Renalytix AI,FTSE AIM,27.50,34.7,51244417,24,129031,247491,150,"-1,25",FALSE,FALSE
,SKL,LON:SKL,Skillcast Group,FTSE AIM,38.50,34.4,30952975,"34,6",26,8113,41,"0,6",FALSE,FALSE
,AWEM,LON:AWEM,Ashoka Whiteoak Emerging Markets Trust,,106.50,34.3,#N/A,"109,18",32138,41640,112,"-1,82",FALSE,FALSE
,STM,LON:STM,STM Group,FTSE AIM,57.50,34.2,33212277,"56,95",8228,5810,"55,85","0,71",FALSE,FALSE
,BSV,LON:BSV,British Smaller Companies VCT,,80.00,34.1,239619130,"78,5",36,1685,"77,32","0,08",FALSE,FALSE
,SAR,LON:SAR,Sareum Holdings,FTSE AIM,33.50,34.0,41827352,"39,15",3323232,2310196,"28,87","0,04",FALSE,FALSE
,MTC,LON:MTC,Mothercare,FTSE AIM,6.00,33.8,25485414,"4,52",157745,173973,"6,74","0,98",FALSE,FALSE
,HUI,LON:HUI,Hydrogen Utopia International,,8.75,33.7,28577790,"7,5",121666,82352,"278,88","1,64",FALSE,FALSE
,GETB,LON:GETB,GetBusy,FTSE AIM,66.50,33.6,34894321,69,3350,35114,79,1,FALSE,FALSE
,PMP,LON:PMP,Portmeirion Group,FTSE AIM,242.50,33.4,34609467,"247,32",4893,17914,"515,75","-2,68",FALSE,FALSE
,SNX,LON:SNX,Synectics,FTSE AIM,187.50,33.4,31318196,176,8902,20018,"122,73","0,23",FALSE,FALSE
,BBSN,LON:BBSN,Brave Bison Group,FTSE AIM,2.53,32.6,32165738,"2,5",34813704,2565536,"2,96","-0,02",TRUE,TRUE
,AAU,LON:AAU,Ariana Resources,FTSE AIM,2.83,32.4,32614027,"2,85",743829,2346081,"3,2","0,1",FALSE,FALSE
,MCM,LON:MCM,MC Mining Ltd,FTSE AIM,7.75,32.3,59271617,"8,25",722,110883,"10,25","-0,25",FALSE,FALSE
,QED,LON:QED,Quadrise,FTSE AIM,1.82,32.2,24776585,"1,4",200647,4236419,"3,47",0,FALSE,FALSE
,KEFI,LON:KEFI,Kefi Gold and Copper,FTSE AIM,0.55,32.1,42932074,"0,73",50252140,43883907,170,15,FALSE,FALSE
,AGL,LON:AGL,Angle,FTSE AIM,12.25,31.9,55243067,"21,2",899948,2309923,"24,15","0,26",FALSE,FALSE
,XLM,LON:XLM,XLMedia,FTSE AIM,12.25,31.8,30085363,"11,61",616770,596146,"14,15","-0,39",FALSE,FALSE
,ZNWD,LON:ZNWD,Zinnwald Lithium,FTSE AIM,6.70,31.8,36974579,"7,8",137424,465225,16,"-0,05",FALSE,FALSE
,GSP,LON:GSP,Gensource Potash Corp,FTSE AIM,5.50,31.7,40574926,"4,6",67088,4774,"0,16",0,TRUE,TRUE
,NAH,LON:NAH,NAHL Group Ltd,FTSE AIM,67.50,31.7,34478622,"73,5",49533,43192,"80,43",-1,FALSE,FALSE
,SALT,LON:SALT,Microsalt,FTSE AIM,70.50,30.5,40504581,94,38273,43102,"1,57","-0,01",FALSE,FALSE
,VNET,LON:VNET,Vianet Group,FTSE AIM,103.50,30.4,33830884,115,9000,15478,"3,88","0,05",FALSE,FALSE
,SOS,LON:SOS,Sosandar,FTSE AIM,12.25,30.4,28546047,"11,5",274731,293291,"9,5","0,05",FALSE,FALSE
,GRIO,LON:GRIO,Ground Rents Income Fund,,31.40,30.0,28604615,"29,9",61499,81419,"40,4","0,6",FALSE,FALSE
,GATC,LON:GATC,Gattaca,FTSE AIM,95.00,29.9,28366757,"90,01",56002,37581,150,-4,FALSE,FALSE
,GELN,LON:GELN,Gelion,FTSE AIM,22.00,29.9,21625684,"15,9",1404,109384,39,"-0,6",FALSE,FALSE
598,SDV,LON:SDV,Chelverton UK Dividend Trust,FTSE Fledgling,138.50,29.8,33825634,160,99050,36868,174,"4,5",FALSE,FALSE
,EML,LON:EML,Emmerson,FTSE AIM,2.60,29.6,28109687,"2,48",115325,1582484,"35,78","0,11",FALSE,FALSE
,ECO,LON:ECO,Eco (Atlantic) Oil & Gas Ltd,FTSE AIM,8.50,29.4,79234058,"13,7",2645695,1637856,"33,81","-0,34",FALSE,FALSE
,TPX,LON:TPX,TPXimpact Holdings,FTSE AIM,32.00,29.2,29836657,"32,38",18520,109033,"57,13","0,47",FALSE,FALSE
,ART,LON:ART,The Artisanal Spirits Company,FTSE AIM,41.00,28.9,29786811,"42,22",12,30530,"0,19",0,FALSE,FALSE
,THRU,LON:THRU,Thruvision Group,FTSE AIM,18.00,28.9,25601400,"15,9",34000,38053,"32,28","0,4",FALSE,FALSE
,FADL,LON:FADL,Fadel Partners Inc,FTSE AIM,142.50,28.8,28442130,"141,28",9828,97,147,"0,28",TRUE,TRUE
,FIH,LON:FIH,FIH Group,FTSE AIM,230.00,28.8,31049352,248,3000,2484,290,3,FALSE,FALSE
,G4M,LON:G4M,Gear4music (Holdings),FTSE AIM,137.00,28.7,30940980,"148,25",84000,12312,170,"0,75",TRUE,FALSE
,PUAL,LON:PUAL,Puma Alpha Vct,,112.50,28.7,30323170,0,0,0,"122,5","-112,5",FALSE,FALSE
,UJO,LON:UJO,Union Jack Oil,FTSE AIM,26.75,28.5,24888465,"23,36",179837,447656,34,"-0,65",FALSE,FALSE
,SIS,LON:SIS,Science In Sport Ltd,FTSE AIM,15.75,28.4,29163616,16,1737559,457603,18,"-0,8",FALSE,FALSE
,OBD,LON:OBD,Oxford BioDynamics,FTSE AIM,09.09,28.3,24337210,"7,8",463619,751914,52,"-0,09",FALSE,FALSE
,TLOU,LON:TLOU,Tlou Energy Ltd,FTSE AIM,2.20,28.0,50805330,"2,1",4676,369390,"2,55","0,1",FALSE,FALSE
,IUG,LON:IUG,Intelligent Ultrasound Group,FTSE AIM,8.50,27.8,27260925,"8,5",35915,139119,15,"0,16",FALSE,FALSE
,VLE,LON:VLE,Volvere,FTSE AIM,"1,225.00",27.5,30360447,1350,4900,517,1395,0,TRUE,FALSE
599,LBOW,LON:LBOW,ICG-Longbow Senior Secured UK Property Debt Investments Ltd,FTSE Fledgling,22.60,27.4,25716173,"21,2",17,41795,41,"-0,7",FALSE,FALSE
,ATOM,LON:ATOM,Atome Energy,FTSE AIM,61.00,27.4,24222973,"56,8",9715,41691,"10,45","-0,11",FALSE,FALSE
,GPM,LON:GPM,Golden Prospect Precious Metals Ltd,,32.00,27.4,30610080,"35,8",62499,389736,"0,13",0,FALSE,FALSE
,CYAN,LON:CYAN,Cyanconnode Holdings,FTSE AIM,8.40,27.2,25122374,"8,4",37285,1017128,"1,16",0,FALSE,FALSE
600,PROC,LON:PROC,ProCook Group,FTSE Fledgling,24.80,27.0,28001850,"24,53",2060,31081,"4,95","-0,09",FALSE,FALSE
601,MPO,LON:MPO,Macau Property Opportunities Fund Ltd,FTSE Fledgling,43.60,27.0,24908130,39,29200,15729,"62,5","-1,4",FALSE,FALSE
,VINO,LON:VINO,Virgin Wines UK,FTSE AIM,48.00,26.9,25887230,"46,25",3187,12254,84,"-0,05",FALSE,FALSE
,JIM,LON:JIM,Jarvis Securities,FTSE AIM,60.00,26.8,27393265,"61,24",94773,60172,165,"-0,76",FALSE,FALSE
,ANG,LON:ANG,Angling Direct,FTSE AIM,34.50,26.7,29129768,"37,7",148062,90875,45,3,FALSE,FALSE
602,DNE,LON:DNE,Dunedin Enterprise Investment Trust,FTSE Fledgling,484.00,26.6,27108544,"492,5",1317,3951,590,3,FALSE,FALSE
,KINO,LON:KINO,Kinovo,FTSE AIM,41.80,26.3,34762311,"55,25",10503,154428,70,"-0,25",FALSE,FALSE
,SMRT,LON:SMRT,Smartspace Software,FTSE AIM,90.00,26.0,27786600,"88,3",21873,133846,"4,12","0,4",FALSE,FALSE
,WBI,LON:WBI,Woodbois Ltd,FTSE AIM,0.66,26.0,25372775,"0,65",1260376,20196377,"1,05","0,01",FALSE,FALSE
,TV2V,LON:TV2V,Thames Ventures Vct 2 Ventures,,48.50,25.8,#N/A,54,0,0,66,"5,5",FALSE,FALSE
,CTG,LON:CTG,Christie Group,FTSE AIM,95.00,25.2,27773485,"104,7",1990,24365,"0,18",0,FALSE,FALSE
,ARCM,LON:ARCM,Arc Minerals Ltd,FTSE AIM,1.73,25.0,26389753,"1,83",8395289,11181905,"4,29","-0,03",FALSE,FALSE
,EAAS,LON:EAAS,eEnergy Group,FTSE AIM,6.45,25.0,25944040,"6,7",229888,1612049,"9,82","-0,05",FALSE,FALSE
,KWG,LON:KWG,Kingswood Holdings Ltd,FTSE AIM,11.50,24.9,24403580,"11,9",1171996,14694,"25,5","0,65",TRUE,TRUE
,EDEN,LON:EDEN,Eden Research,FTSE AIM,4.60,24.5,22624813,"4,24",98400,467453,"12,16","-0,06",FALSE,FALSE
,XPF,LON:XPF,XP Factory,FTSE AIM,14.00,24.4,24438060,14,111022,2481790,"23,8",0,FALSE,FALSE
,FIPP,LON:FIPP,Frontier IP Group,FTSE AIM,43.50,24.4,22725139,"40,46",16567,71348,64,"-1,04",FALSE,FALSE
,MFX,LON:MFX,Manx Financial Group,FTSE AIM,21.00,24.4,25627563,"21,99",2650,40319,"29,9","0,99",FALSE,FALSE
,TAVI,LON:TAVI,Tavistock Investments,FTSE AIM,4.35,24.4,24378656,"4,35",147,434432,8,"0,1",FALSE,FALSE
,CRPR,LON:CRPR,Cropper (James),FTSE AIM,255.00,24.4,39575991,"414,2",2976,14627,960,"4,2",FALSE,FALSE
603,CDFF,LON:CDFF,Cardiff Property,FTSE Fledgling,"2,300.00",23.9,23868850,2210,0,12,2450,-90,FALSE,FALSE
,CKT,LON:CKT,Checkit,FTSE AIM,22.00,23.8,28384634,"26,28",69473,121574,31,"1,28",FALSE,FALSE
604,MORE,LON:MORE,Hostmore,FTSE Fledgling,18.73,23.6,24651454,"19,55",8141,144209,"24,5","0,32",FALSE,FALSE
,FAR,LON:FAR,Ferro-Alloys Resources Ltd,,4.85,23.4,30449779,"6,32",24374,215929,"13,05","0,07",FALSE,FALSE
,CTL,LON:CTL,Cleantech Lithium,FTSE AIM,15.58,22.6,33814107,"23,8",1331012,888606,67,"2,3",FALSE,FALSE
,WINK,LON:WINK,M Winkworth,FTSE AIM,175.00,22.6,23106734,165,56,2985,180,-5,FALSE,FALSE
,BMTO,LON:BMTO,Braime (T F & J H) (Holdings),FTSE AIM,"1,850.00",22.6,17226000,"2399,5",1260,53,"2599,6","249,5",TRUE,TRUE
,BMT,LON:BMT,Braime (T F & J H) (Holdings),FTSE AIM,"1,400.00",22.6,17226000,1160,500,88,1590,10,TRUE,FALSE
,CHSS,LON:CHSS,World Chess,,3.25,22.5,22454300,"3,16",0,1037,"11,6","-0,09",FALSE,FALSE
,KP2,LON:KP2,Kore Potash,FTSE AIM,0.52,22.2,26243720,"0,65",9786260,2726435,"0,75","0,12",FALSE,FALSE
,HARL,LON:HARL,Harland & Wolff Group Holdings,FTSE AIM,12.75,22.1,20334777,"11,75",458629,609716,"25,7",0,FALSE,FALSE
,HEMO,LON:HEMO,Hemogenyx Pharmaceuticals,,1.63,21.9,20840165,"1,56",5968631,6825281,"7,13","-0,04",FALSE,FALSE
,ING,LON:ING,Ingenta,FTSE AIM,150.00,21.8,19876872,"136,75",81742,8881,"17,74","0,26",TRUE,FALSE
,FPO,LON:FPO,First Property Group,FTSE AIM,19.60,21.7,21400283,"19,3",15703,45880,29,"0,3",FALSE,FALSE
,S247,LON:S247,Smarttech247 Group,FTSE AIM,19.00,21.6,26248670,"21,18",1399,152751,38,"-0,32",FALSE,FALSE
,CSFS,LON:CSFS,Cornerstone Fs,FTSE AIM,37.50,21.5,20716090,"36,08",246675,375978,43,"1,58",FALSE,FALSE
,IHC,LON:IHC,Inspiration Healthcare Group,FTSE AIM,31.50,21.5,11258745,"16,5",802555,117117,"57,9","0,65",TRUE,FALSE
,CGH,LON:CGH,Chaarat Gold Holdings Ltd,FTSE AIM,2.90,21.1,21051503,"2,9",1649,151085,"16,4","0,1",FALSE,FALSE
,BIRD,LON:BIRD,Blackbird,FTSE AIM,5.45,21.1,19415791,"5,02",581067,533633,"1,83","0,1",FALSE,FALSE
,DEST,LON:DEST,Destiny Pharma,FTSE AIM,22.00,21.0,15288024,"16,04",140658,656604,84,"-0,21",FALSE,FALSE
,HERC,LON:HERC,Hercules Site Services,FTSE AIM,33.00,20.9,22225752,"35,04",18268,17573,"0,04",0,FALSE,FALSE
,TMG,LON:TMG,The Mission Group,FTSE AIM,23.00,20.6,22598339,"24,5",126636,110151,"0,36",0,FALSE,FALSE
,OHT,LON:OHT,Ocean Harvest Technology Group,FTSE AIM,16.25,20.5,19484440,"15,7",26376,34827,23,"0,2",FALSE,FALSE
,BOR,LON:BOR,Borders & Southern Petroleum,FTSE AIM,2.79,20.4,16394940,"2,25",679083,474051,"3,34","-0,31",FALSE,FALSE
,ALT,LON:ALT,Altitude Group,FTSE AIM,28.50,20.3,26996010,"37,95",56525,100449,"14,84","0,17",FALSE,FALSE
,ITX,LON:ITX,Itaconix,FTSE AIM,150.00,20.2,19060328,"141,75",1445,14807,"324,9","-0,75",FALSE,FALSE
,ARS,LON:ARS,Asiamet Resources Ltd,FTSE AIM,0.78,20.1,32951348,"1,27",2729746,4628303,"0,27",0,FALSE,FALSE
605,DVNO,LON:DVNO,Develop North,FTSE Fledgling,78.00,20.0,19482996,78,2,7958,88,0,FALSE,FALSE
,ONWD,LON:ONWD,Onward Opportunities Ltd,FTSE AIM,114.00,20.0,20298075,"115,61",514,7392,"115,61","1,11",FALSE,FALSE
,BBB,LON:BBB,Bigblu Broadband,FTSE AIM,34.00,19.9,24884380,42,224000,41207,"0,23",0,TRUE,FALSE
,GST,LON:GST,GSTechnologies Ltd,,01.07,19.9,18427734,"0,94",3651953,14968345,"2,1","-0,02",FALSE,FALSE
,PXC,LON:PXC,Phoenix Copper Ltd,FTSE AIM,13.25,19.8,8453765,19,1171764,1454398,"38,9","-1,5",FALSE,FALSE
,LEX,LON:LEX,Lexington Gold Ltd,FTSE AIM,5.25,19.6,18610695,5,172261,234704,"0,2",0,FALSE,FALSE
,MTEC,LON:MTEC,Made Tech Group,FTSE AIM,13.10,19.6,24214350,"16,22",757635,539481,19,"-0,03",FALSE,FALSE
,NARF,LON:NARF,Narf Industries,,1.15,19.5,20731740,"1,24",6515208,2034370,"1,45","0,02",FALSE,FALSE
,VRCI,LON:VRCI,Verici Dx,FTSE AIM,8.00,19.4,17242322,"7,13",3125,371098,0,0,FALSE,FALSE
,SBDS,LON:SBDS,Silver Bullet Data Services Group,FTSE AIM,110.00,19.2,16601649,95,2300,31511,200,5,FALSE,FALSE
,TBLS,LON:TBLS,Tinybuild Inc,FTSE AIM,4.00,19.1,26197273,"3,25",1200,3108,"5,99","-0,75",FALSE,FALSE
,GCM,LON:GCM,GCM Resources,FTSE AIM,6.88,19.0,16305564,"5,9",1507274,2940490,13,"0,25",FALSE,FALSE
,ANGS,LON:ANGS,Angus Energy,FTSE AIM,0.43,18.9,16504573,"0,38",4528247,11974810,"1,75","-0,05",FALSE,FALSE
,TBLD,LON:TBLD,tinyBuild Inc,FTSE AIM,4.75,18.9,26197273,"4,8",10581,198121,"50,98","-0,35",FALSE,FALSE
,MKA,LON:MKA,Mkango Resources Ltd,FTSE AIM,6.50,18.8,32202650,7,435344,763880,"0,27",0,FALSE,FALSE
,EMR,LON:EMR,Empresaria Group,FTSE AIM,38.00,18.6,20439734,41,82,15386,"116,76","-0,56",FALSE,FALSE
,SBTX,LON:SBTX,SkinBioTherapeutics,FTSE AIM,9.25,18.5,17425027,"8,7",312648,585663,"29,5","0,1",FALSE,FALSE
,ONC,LON:ONC,Oncimmune Holdings,FTSE AIM,24.80,18.4,17906807,"24,15",15929,59566,45,"-0,65",FALSE,FALSE
,COG,LON:COG,Cambridge Cognition Holdings,FTSE AIM,52.00,18.3,16688920,"47,1",15895,35978,104,"-0,76",FALSE,FALSE
,KAKU,LON:KAKU,Kakuzi Ltd,,92.50,18.1,#N/A,0,0,0,"92,5","-92,5",FALSE,FALSE
,INSG,LON:INSG,Insig AI,FTSE AIM,16.50,18.0,13895404,"12,65",1413850,136117,"11,5","0,24",TRUE,TRUE
,ZAM,LON:ZAM,Zambeef Products,FTSE AIM,6.00,18.0,#N/A,"5,76",239652,41752,"7,5","0,01",TRUE,FALSE
,SYME,LON:SYME,Supply@Me Capital,,0.03,17.8,13550143,"0,02",295234831,112997381,"0,18",0,FALSE,FALSE
,ZIN,LON:ZIN,Zinc Media Group,FTSE AIM,77.50,17.6,17529296,77,41,7851,115,"-0,5",FALSE,FALSE
,SDVP,LON:SDVP,SDV 2025 ZDP ZDP Shares 100p,,120.00,17.4,#N/A,"115,6",153552,4598,124,"-4,4",TRUE,TRUE
,MEX,LON:MEX,Tortilla Mexican Grill,FTSE AIM,45.00,17.4,18346077,"47,45",127063,79820,"0,14",0,FALSE,FALSE
,OPTI,LON:OPTI,OptiBiotix Health,FTSE AIM,17.75,17.4,17286967,"17,65",24135,199240,0,0,FALSE,FALSE
,EGT,LON:EGT,European Green Transition,FTSE AIM,12.00,17.4,#N/A,"15,5",667106,636104,"0,21",0,FALSE,FALSE
,PMG,LON:PMG,Parkmead Group,FTSE AIM,15.75,17.2,16122331,"14,76",21941,90692,23,"-0,24",FALSE,FALSE
606,CRL,LON:CRL,Creightons,FTSE Fledgling,25.00,17.1,15328221,"22,4",95476,25907,275,"2,72",FALSE,FALSE
,SOUC,LON:SOUC,Southern Energy Corp,FTSE AIM,10.25,17.1,33287300,"10,6",20000,85212,28,"-0,15",FALSE,FALSE
,PXEN,LON:PXEN,Prospex Energy,FTSE AIM,5.10,17.0,19955070,6,1499065,1413577,"10,5","-0,15",FALSE,FALSE
,CEG,LON:CEG,Challenger Energy Group,FTSE AIM,0.16,16.8,15694770,"0,14",19308433,42068767,"220,52","2,07",FALSE,FALSE
607,PMGR,LON:PMGR,Premier Miton Global Renewables Trust,FTSE Fledgling,92.00,16.8,18512060,"101,95",54824,45345,150,"0,45",FALSE,FALSE
,PIER,LON:PIER,The Brighton Pier Group,FTSE AIM,45.00,16.8,16853394,"45,2",102888,12315,61,"1,2",TRUE,FALSE
,RBN,LON:RBN,Robinson,FTSE AIM,100.00,16.8,18018325,"107,55",226,12411,130,"-4,95",FALSE,FALSE
608,WRKS,LON:WRKS,TheWorks.co.uk,FTSE Fledgling,26.75,16.7,15968750,25,800,72042,42,"-0,55",FALSE,FALSE
,POS,LON:POS,Plexus Holding,FTSE AIM,15.75,16.6,15983924,"15,17",13054,175037,"31,4","-0,08",FALSE,FALSE
,CPP,LON:CPP,CPP Group,FTSE AIM,186.50,16.5,15765615,"178,2",16000,3584,216,"-1,3",FALSE,FALSE
609,LFI,LON:LFI,London Finance & Investment Group,FTSE Fledgling,52.50,16.4,14199400,"47,4",280000,15769,60,"1,9",TRUE,TRUE
,TEK,LON:TEK,Tekcapital,FTSE AIM,8.25,16.4,17080967,"8,64",891853,584047,18,"-0,21",FALSE,FALSE
,SOU,LON:SOU,Sound Energy,FTSE AIM,0.82,16.3,15805457,"0,79",476054,3523284,"0,47",0,FALSE,FALSE
,KAV,LON:KAV,Kavango Resources,,1.25,16.3,19200473,"1,48",2363536,2431118,"1,6","0,18",FALSE,FALSE
,VEL,LON:VEL,Velocity Composites,FTSE AIM,30.50,16.3,21857862,"40,88",127229,35970,"19,08","0,08",FALSE,FALSE
,1SN,LON:1SN,First Tin,,6.10,16.2,16542830,"6,23",19618,426025,"8,59","0,23",FALSE,FALSE
,POW,LON:POW,Power Metal Resources,FTSE AIM,14.50,16.0,15147868,"13,69",16194,273738,"25,68","-0,31",FALSE,FALSE
,CMET,LON:CMET,Capital Metals,FTSE AIM,4.60,15.9,17533376,"4,9",4129283,880713,"0,14",0,FALSE,FALSE
,CMO,LON:CMO,CMO Group,FTSE AIM,22.00,15.8,16553026,23,4,2161,28,1,FALSE,FALSE
,RBGP,LON:RBGP,RBG Holdings,FTSE AIM,12.25,15.8,11581092,9,116165,608563,41,"0,24",FALSE,FALSE
,OBI,LON:OBI,Ondine Biomedical Inc,FTSE AIM,6.75,15.3,18530256,"6,7",500,451662,"17,5","0,1",FALSE,FALSE
,BMN,LON:BMN,Bushveld Minerals Ltd,FTSE AIM,0.66,15.2,10910273,"0,49",9179094,10681439,"25,49","-0,09",FALSE,FALSE
,TRIN,LON:TRIN,Trinity Exploration and Production,FTSE AIM,39.00,15.1,20505069,53,238112,257175,"15,44","0,05",FALSE,FALSE
,NSCI,LON:NSCI,NetScientific,FTSE AIM,63.00,15.1,15696485,"65,55",15770,19461,"0,66",0,FALSE,FALSE
,ARV,LON:ARV,Artemis Resources Ltd,FTSE AIM,0.90,14.9,23000257,"0,75",880009,684546,"2,2","-0,04",FALSE,FALSE
